Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,238,,relative w-full h-32 rounded-2xl bg-black/40 overflow-visible border border-white/10 mb-10 mt-6 group/cover,8,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,247,,w-full h-full flex items-center justify-center rounded-2xl cursor-pointer,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,253,,absolute top-2 right-2 flex flex-col gap-2 opacity-0 group-hover/cover:opacity-100 transition-opacity z-20,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,261,,absolute inset-0 flex flex-col items-center justify-center opacity-0 group-hover/cover:opacity-100 transition-opacity pointer-events-none,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,277,,absolute -bottom-8 left-6 z-30,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,278,,relative w-24 h-24 rounded-[50%] border-[3px] border-solid border-[var(--bg-master)] overflow-hidden bg-gray-900 group/avatar cursor-pointer shadow-xl isolate aspect-square flex items-center justify-center,3,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,282,,w-full h-full flex items-center justify-center bg-gray-800,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,286,,absolute inset-0 flex items-center justify-center opacity-0 group-hover/avatar:opacity-100 transition-opacity,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,294,,space-y-4 pt-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,295,,,2,Contenidor simple sense classes/id
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,305,,,2,Contenidor simple sense classes/id
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,317,,h-px w-full bg-white/5 my-0,0,DIV Buit (Sense contingut)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,319,,w-full,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,324,,space-y-4,5,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,325,,flex items-center gap-2 mb-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,331,,bg-white/5 border border-white/10 rounded-2xl p-4,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,336,,flex justify-between items-center cursor-pointer hover:bg-white/5 p-2 -mx-2 rounded-xl transition-all,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,346,,bg-white/5 border border-white/10 rounded-2xl p-4,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,350,,space-y-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,354,,flex justify-between items-center bg-black/40 p-3 rounded-xl border border-white/5 shadow-inner,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,355,,flex items-center gap-3,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,356,,w-8 h-8 rounded-full bg-[var(--theme-accent-primary)]/10 text-[var(--theme-accent-primary)] flex items-center justify-center font-black text-xs,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,389,,space-y-4 pt-6 border-t border-[var(--border-master)],1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,390,,bg-white/5 border border-white/10 rounded-2xl p-4,1,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,391,,flex justify-between items-center mb-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,392,,,2,Contenidor simple sense classes/id
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,406,,w-11 h-6 bg-gray-700 peer-focus:outline-none rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[2px] after:left-[2px] after:bg-white after:border-gray-300 after:border after:rounded-full after:h-5 after:w-5 after:transition-all peer-checked:bg-[var(--theme-accent-primary)],0,DIV Buit (Sense contingut)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,413,,space-y-4 pt-6 border-t border-[var(--border-master)],2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,414,,flex items-center gap-2 mb-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,418,,bg-red-500/10 border border-red-500/20 rounded-2xl p-4,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,430,,space-y-3 bg-red-950/40 p-3 rounded-xl border border-red-500/30 animate-in fade-in slide-in-from-bottom-2 duration-300,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,432,,flex gap-2,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,455,,h-px w-full bg-emerald-500/20 my-2,0,DIV Buit (Sense contingut)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,457,,space-y-4 mb-8,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,458,,flex items-center gap-3 mb-6,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,465,,bg-[#052e16]/40 border border-[#10b981]/30 rounded-3xl p-6 relative overflow-hidden group,5,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,467,,absolute inset-0 bg-[url('/assets/patterns/noise.png')] opacity-10 mix-blend-overlay pointer-events-none,0,DIV Buit (Sense contingut)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,468,,absolute -inset-x-full top-0 h-px bg-gradient-to-r from-transparent via-[#10b981]/50 to-transparent group-hover:animate-[shimmer_2s_infinite],0,DIV Buit (Sense contingut)
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,470,,flex items-start gap-3 mb-6,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,472,,,2,Contenidor simple sense classes/id
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,478,,space-y-3 relative z-10 w-full,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,487,,flex items-center gap-3,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,497,,flex items-center gap-3,2,
ProfileSettingsModal.jsx,src/components/modals/ProfileSettingsModal.jsx,509,,p-6 border-t border-[var(--border-master)] bg-black/40,1,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,35,,studio-overlay,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,36,,studio-content,3,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,37,,studio-header,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,38,,header-title,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,45,,studio-body,6,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,46,,studio-advice alzina-blindatge,1,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,50,,studio-section,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,51,,section-header,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,62,,studio-section,3,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,63,,section-header,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,67,,cover-studio-section,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,68,,studio-preview cover-preview group/cover,3,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,81,,empty-preview,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,89,,absolute inset-0 flex flex-col items-center justify-center opacity-0 group-hover/cover:opacity-100 transition-opacity pointer-events-none z-dropdown bg-black/60,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,103,,studio-action-bar items-center,3,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,141,,studio-section,3,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,142,,section-header,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,146,,avatar-studio-section,2,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,147,,avatar-studio-preview,1,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,153,,avatar-big-preview,1,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,157,,avatar-placeholder,1,
ProfileStudioModal.jsx,src/components/modals/ProfileStudioModal.jsx,164,,studio-action-bar items-center,3,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,149,,fixed inset-0 z-modal bg-theme-base md:absolute md:inset-0 md:bg-theme-panel md:backdrop-blur-3xl flex flex-col animate-in slide-in-from-bottom-4 duration-300 font-sans text-theme-text overflow-hidden,3,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,151,,px-6 pt-12 pb-4 md:pt-8 flex flex-col gap-4 border-b border-[var(--border-master)] shrink-0,2,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,152,,flex justify-between items-start,2,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,153,,,2,Contenidor simple sense classes/id
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,157,,flex items-center gap-2 mt-3 text-sm font-bold uppercase tracking-widest text-gray-400,6,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,184,,relative mt-2,3,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,203,,flex-1 overflow-y-auto custom-scrollbar p-2,1,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,205,,flex flex-col items-center justify-center h-full gap-4 text-gray-400,2,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,206,,w-8 h-8 rounded-full border-4 border-t-[var(--theme-accent-primary)] border-gray-700 animate-spin,0,DIV Buit (Sense contingut)
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,210,,flex flex-col h-full items-center p-6 gap-6 text-center animate-in fade-in duration-500,3,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,211,,w-16 h-16 rounded-full bg-[var(--theme-accent-primary-faint)] flex items-center justify-center text-[var(--theme-accent-primary)] mb-2 shadow-[0_0_30px_rgba(255;107;0;0.3)],1,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,214,,,2,Contenidor simple sense classes/id
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,219,,w-full max-w-sm flex flex-col gap-4 mt-4,3,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,241,,flex flex-col items-center justify-center h-full gap-2 text-gray-500 text-center px-8,4,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,245,,mt-6 p-5 bg-black/5 dark:bg-white/5 rounded-2xl border border-[var(--border-master)] text-center w-full max-w-sm transform hover:scale-[1.02] transition-transform,2,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,260,,flex flex-col gap-1,1,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,288,,flex flex-col items-start gap-1 text-left,2,
TownSelectorModal.jsx,src/components/modals/TownSelectorModal.jsx,298,,,1,Wrapper Innecessari (1 fill, sense classes)
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,73,,fixed inset-0 bg-black/60 backdrop-blur-sm flex items-center justify-center p-4 notranslate,1,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,74,,relative w-full max-w-sm mx-4 shadow-2xl bg-white dark:bg-[#141417] rounded-3xl border border-black/10 dark:border-white/10,2,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,79,,p-6 pb-4,4,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,80,,flex items-center gap-3 mb-6,2,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,81,,w-10 h-10 rounded-full bg-[#ff6d23]/20 flex items-center justify-center text-[#ff6d23] flex-shrink-0,1,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,93,,flex flex-col gap-2 mb-2,2,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,105,,flex flex-col gap-2 mt-2,2,
TranslationModal.jsx,src/components/modals/TranslationModal.jsx,149,google_translate_inline_wrapper,w-full flex items-center justify-center p-1 rounded-xl bg-gray-50 dark:bg-white/5 border border-black/5 dark:border-white/5,0,DIV Buit (Sense contingut)
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,41,,sticky top-0 z-[100] bg-[var(--theme-accent-primary)] w-full h-[env(safe-area-inset-top;0px)+56px] min-h-[56px] flex items-end justify-between px-3 transition-colors duration-500 shadow-md transform-gpu pb-2 pt-[env(safe-area-inset-top;0px)],6,
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,44,,shrink-0 mr-3 text-white/90 hover:text-white transition-colors flex items-center justify-center,1,
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,55,,flex items-center flex-1 h-[36px] bg-white rounded-[24px] overflow-hidden focus-within:ring-2 focus-within:ring-[var(--theme-accent-primary)] transition-all group,4,
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,56,,flex items-center justify-center pl-4 pr-2 h-full,1,
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,58,,text-gray-400 group-focus-within:text-[var(--theme-accent-primary)] transition-colors flex items-center justify-center,1,
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,90,,shrink-0 w-2,0,DIV Buit (Sense contingut)
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,88,,atom-root bg-theme-base min-h-screen pb-20,6,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,91,,sticky top-0 z-[var(--z-sticky;200)] w-full max-w-full overflow-hidden shadow-lg bg-[#4F46E5] text-white transition-all shrink-0,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,92,,flex items-center justify-between min-h-[56px] px-2 sm:px-4 w-full max-w-7xl mx-auto overflow-hidden,4,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,95,,flex items-center justify-start gap-1 shrink-0,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,106,,flex items-center justify-end gap-1 sm:gap-2 flex-1 min-w-0 overflow-x-auto no-scrollbar scroll-smooth,4,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,149,,relative w-full h-48 sm:h-64 md:h-80 bg-black/10 dark:bg-white/5,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,159,,absolute -bottom-4 right-6 flex justify-end items-end z-[201],1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,173,,mt-6 px-4 sm:px-6 max-w-4xl mx-auto,8,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,174,,flex flex-col sm:flex-row sm:items-center justify-between gap-4 mb-2,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,175,,flex flex-row items-center gap-4,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,176,,w-24 h-24 sm:w-28 sm:h-28 rounded-full border-4 border-theme-panel bg-theme-panel overflow-hidden shadow-sm glass-rural shrink-0,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,178,,[Expressió Dinàmica],1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,182,,w-full h-full flex items-center justify-center bg-black/10 dark:bg-white/10 text-3xl font-black text-theme-text opacity-50,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,188,,flex flex-col justify-center,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,209,,my-7 bg-[#FF6D23]/10 dark:bg-[#FF6D23]/15 border border-[#FF6D23]/40 dark:border-[#FF6D23]/60 rounded-xl px-4 py-3 sm:px-5 sm:py-3.5 flex flex-col sm:flex-row items-center sm:items-start gap-3 shadow-sm relative overflow-hidden max-w-4xl,3,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,210,,absolute top-0 right-0 w-32 h-32 bg-[#FF6D23] opacity-5 rounded-full blur-2xl transform translate-x-10 -translate-y-10 pointer-events-none,0,DIV Buit (Sense contingut)
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,211,,shrink-0 bg-[#FF6D23] text-white p-2 rounded-lg shadow-sm z-10 animate-pulse-slow mt-1 sm:mt-0,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,214,,flex-1 z-10,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,222,,text-base leading-relaxed text-theme-text max-w-2xl mb-6 mt-4 app-cms-content prose prose-lg dark:prose-invert,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,238,,flex items-center justify-between border-b border-black/10 dark:border-white/10 mb-6 overflow-x-auto no-scrollbar scroll-smooth w-full mt-4,3,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,239,,flex gap-1 sm:gap-2,6,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,255,,flex gap-1 pr-2 pb-2 shrink-0,3,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,281,,stable-scroll min-h-[40vh] pb-10,6,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,283,,w-full,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,285,,min-h-[500px],1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,289,,text-[var(--text-muted)] text-sm text-center py-10 glass-rural rounded-2xl mx-2 mt-4,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,296,,animate-in fade-in slide-in-from-bottom-2 duration-300,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,301,,animate-in fade-in slide-in-from-bottom-2 duration-300,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,311,,text-[var(--text-muted)] text-sm text-center py-10 glass-rural rounded-2xl mx-2,1,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,372,,glass-rural p-6 rounded-3xl mx-2 animate-in fade-in slide-in-from-bottom-2 duration-300,3,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,378,,space-y-6,5,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,379,,flex flex-col gap-1,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,385,,flex flex-col gap-1,2,
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,392,,flex flex-col gap-1,2,
