Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,41,Contenidor Mixt,No,6,sticky top-0 z-[100] bg-[var(--theme-accent-primary)] w-full h-[env(safe-area-inset-top;0px)+56px] min-h-[56px] flex items-end justify-between px-3 transition-colors duration-500 shadow-md transform-gpu pb-2 pt-[env(safe-area-inset-top;0px)]
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,44,Wrapper HTML (<button>),No,1,shrink-0 mr-3 text-white/90 hover:text-white transition-colors flex items-center justify-center
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,55,Contenidor Mixt,No,4,flex items-center flex-1 h-[36px] bg-white rounded-[24px] overflow-hidden focus-within:ring-2 focus-within:ring-[var(--theme-accent-primary)] transition-all group
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,56,Wrapper d'Expressió {},No,1,flex items-center justify-center pl-4 pr-2 h-full
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,58,Wrapper d'Expressió {},No,1,text-gray-400 group-focus-within:text-[var(--theme-accent-primary)] transition-colors flex items-center justify-center
SearchNavBar.jsx,src/components/patterns/SearchNavBar.jsx,90,BUIT (Possible Basura),No,0,shrink-0 w-2
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,88,Contenidor Mixt,No,6,atom-root bg-theme-base min-h-screen pb-20
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,91,Wrapper HTML (<div>),No,1,sticky top-0 z-[var(--z-sticky;200)] w-full max-w-full overflow-hidden shadow-lg bg-[#4F46E5] text-white transition-all shrink-0
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,92,Contenidor Mixt,No,4,flex items-center justify-between min-h-[56px] px-2 sm:px-4 w-full max-w-7xl mx-auto overflow-hidden
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,95,Wrapper HTML (<button>),No,1,flex items-center justify-start gap-1 shrink-0
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,106,Contenidor Mixt,No,4,flex items-center justify-end gap-1 sm:gap-2 flex-1 min-w-0 overflow-x-auto no-scrollbar scroll-smooth
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,149,Contenidor Mixt,No,2,relative w-full h-48 sm:h-64 md:h-80 bg-black/10 dark:bg-white/5
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,159,Wrapper d'Expressió {},No,1,absolute -bottom-4 right-6 flex justify-end items-end z-[201]
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,173,Contenidor Mixt,No,8,mt-6 px-4 sm:px-6 max-w-4xl mx-auto
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,174,Contenidor Mixt,No,2,flex flex-col sm:flex-row sm:items-center justify-between gap-4 mb-2
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,175,Contenidor Mixt,No,2,flex flex-row items-center gap-4
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,176,Wrapper d'Expressió {},No,1,w-24 h-24 sm:w-28 sm:h-28 rounded-full border-4 border-theme-panel bg-theme-panel overflow-hidden shadow-sm glass-rural shrink-0
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,178,Contenidor d'Icona (<img>),No,1,[Expressió Dinàmica]
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,182,Wrapper d'Expressió {},No,1,w-full h-full flex items-center justify-center bg-black/10 dark:bg-white/10 text-3xl font-black text-theme-text opacity-50
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,188,Contenidor Mixt,No,2,flex flex-col justify-center
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,209,Contenidor Mixt,No,3,my-7 bg-[#FF6D23]/10 dark:bg-[#FF6D23]/15 border border-[#FF6D23]/40 dark:border-[#FF6D23]/60 rounded-xl px-4 py-3 sm:px-5 sm:py-3.5 flex flex-col sm:flex-row items-center sm:items-start gap-3 shadow-sm relative overflow-hidden max-w-4xl
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,210,BUIT (Possible Basura),No,0,absolute top-0 right-0 w-32 h-32 bg-[#FF6D23] opacity-5 rounded-full blur-2xl transform translate-x-10 -translate-y-10 pointer-events-none
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,211,Wrapper de Component (<Info>),No,1,shrink-0 bg-[#FF6D23] text-white p-2 rounded-lg shadow-sm z-10 animate-pulse-slow mt-1 sm:mt-0
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,214,Contenidor Mixt,No,2,flex-1 z-10
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,222,Wrapper d'Expressió {},No,1,text-base leading-relaxed text-theme-text max-w-2xl mb-6 mt-4 app-cms-content prose prose-lg dark:prose-invert
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,238,Contenidor Mixt,No,3,flex items-center justify-between border-b border-black/10 dark:border-white/10 mb-6 overflow-x-auto no-scrollbar scroll-smooth w-full mt-4
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,239,Contenidor Mixt,No,6,flex gap-1 sm:gap-2
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,255,Contenidor Mixt,No,3,flex gap-1 pr-2 pb-2 shrink-0
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,281,Contenidor Mixt,No,6,stable-scroll min-h-[40vh] pb-10
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,283,Wrapper d'Expressió {},No,1,w-full
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,285,Wrapper de Component (<Feed>),No,1,min-h-[500px]
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,289,Wrapper d'Expressió {},No,1,text-[var(--text-muted)] text-sm text-center py-10 glass-rural rounded-2xl mx-2 mt-4
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,296,Wrapper de Component (<ContentWithShortcodes>),No,1,animate-in fade-in slide-in-from-bottom-2 duration-300
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,301,Contenidor Mixt,No,2,animate-in fade-in slide-in-from-bottom-2 duration-300
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,311,Contenidor de Text Pura,No,1,text-[var(--text-muted)] text-sm text-center py-10 glass-rural rounded-2xl mx-2
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,372,Contenidor Mixt,No,3,glass-rural p-6 rounded-3xl mx-2 animate-in fade-in slide-in-from-bottom-2 duration-300
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,378,Contenidor Mixt,No,5,space-y-6
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,379,Contenidor Mixt,No,2,flex flex-col gap-1
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,385,Contenidor Mixt,No,2,flex flex-col gap-1
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,392,Contenidor Mixt,No,2,flex flex-col gap-1
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,399,Contenidor Mixt,No,2,flex flex-col gap-1
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,406,Contenidor Mixt,No,2,flex flex-col gap-1
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,413,Wrapper HTML (<button>),No,1,mt-10 pt-6 border-t border-border-master flex justify-end
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,429,Contenidor Mixt,No,2,glass-rural p-6 rounded-3xl mx-2 shadow-sm border border-black/5 dark:border-white/5 mb-6
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,430,Wrapper HTML (<h3>),No,1,flex items-center gap-3 mb-6 border-b border-border-master pb-4
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,437,Contenidor Mixt,No,4,bg-[#FF6D23]/10 border border-[#FF6D23]/20 dark:border-[#FF6D23]/30 rounded-2xl p-4 flex flex-col sm:flex-row items-center gap-4 relative overflow-hidden
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,438,BUIT (Possible Basura),No,0,absolute right-0 top-0 w-32 h-32 bg-[#FF6D23] opacity-5 rounded-full blur-2xl transform translate-x-10 -translate-y-10 pointer-events-none
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,439,Contenidor d'Icona (<img>),No,1,w-14 h-14 rounded-full overflow-hidden border-2 border-[#FF6D23] shrink-0 shadow-sm relative z-10
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,442,Contenidor Mixt,No,2,text-center sm:text-left flex-1 relative z-10
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,446,Wrapper HTML (<span>),No,1,shrink-0 mt-2 sm:mt-0 relative z-10
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,460,Contenidor de Text Pura,No,1,glass-rural p-6 rounded-3xl mx-2 text-center text-sm font-bold text-[var(--text-muted)]
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,476,Contenidor Mixt,No,2,glass-rural p-6 rounded-3xl mx-2 shadow-sm border border-black/5 dark:border-white/5
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,477,Contenidor Mixt,No,2,flex items-center gap-3 mb-6 border-b border-border-master pb-4
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,484,Wrapper d'Expressió {},No,1,grid grid-cols-1 sm:grid-cols-2 gap-6
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,486,Contenidor Mixt,No,2,bg-black/5 dark:bg-white/5 p-4 rounded-2xl border border-black/5 dark:border-white/5 overflow-hidden
EntityProfile.jsx,src/components/profile/EntityProfile.jsx,492,Wrapper d'Expressió {},No,1,flex flex-wrap gap-2 mt-2
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,72,Contenidor de Text Pura,No,1,p-6 text-center text-[var(--text-muted)] font-bold
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,75,Contenidor Mixt,No,2,glass-rural p-6 rounded-3xl mx-2 shadow-sm border border-black/5 dark:border-white/5 mb-6 animate-in fade-in slide-in-from-bottom-2 duration-300
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,76,Contenidor Mixt,No,2,flex flex-col sm:flex-row sm:items-center justify-between gap-4 mb-6 border-b border-border-master pb-4
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,77,Contenidor Mixt,No,2,
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,94,Wrapper HTML (<form>),No,1,bg-black/5 dark:bg-white/5 rounded-2xl border border-black/10 dark:border-white/10 p-6 animate-in fade-in slide-in-from-top-2 duration-200 mt-4
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,96,Wrapper HTML (<p>),No,1,bg-[#FF6D23]/10 border border-[#FF6D23]/30 rounded-xl p-4 mb-4
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,102,Contenidor Mixt,No,2,
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,113,Contenidor Mixt,No,2,
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,124,Contenidor Mixt,No,2,
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,126,Contenidor Mixt,No,2,relative
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,127,Wrapper de Component (<Upload>),No,1,absolute left-3 top-1/2 -translate-y-1/2 text-[var(--text-muted)]
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,140,Contenidor Mixt,No,2,
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,142,Contenidor Mixt,No,2,relative
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,143,Wrapper de Component (<Upload>),No,1,absolute left-3 top-1/2 -translate-y-1/2 text-[var(--text-muted)]
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,156,Contenidor Mixt,No,2,pt-4 flex gap-3
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,175,Contenidor Mixt,No,3,space-y-6 mt-4
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,178,Contenidor Mixt,No,4,flex gap-2 overflow-x-auto no-scrollbar py-2
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,198,Contenidor de Text Pura,No,1,text-center py-10 text-[var(--text-muted)] font-medium bg-black/5 dark:bg-white/5 rounded-2xl
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,216,Contenidor Mixt,No,2,relative mt-4
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,218,Contenidor de Text Pura,No,1,absolute -top-3 left-1/2 -translate-x-1/2 z-10 bg-theme-accent-primary text-white text-[10px] font-black uppercase tracking-widest px-3 py-1 rounded-full shadow-md
TownProposalsTab.jsx,src/components/profile/TownProposalsTab.jsx,233,Wrapper de Component (<UniversalReactionVote>),No,1,flex justify-end pt-2
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,70,Contenidor Mixt,No,6,atom-root bg-theme-base min-h-screen pb-20
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,73,Wrapper HTML (<div>),No,1,sticky top-0 z-[var(--z-sticky;200)] w-full max-w-full overflow-hidden shadow-lg bg-[#4F46E5] text-white transition-all shrink-0
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,74,Contenidor Mixt,No,4,flex items-center justify-between min-h-[56px] px-2 sm:px-4 w-full max-w-7xl mx-auto overflow-hidden
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,77,Wrapper HTML (<button>),No,1,flex items-center justify-start gap-1 shrink-0
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,88,Contenidor Mixt,No,4,flex items-center justify-end gap-1 sm:gap-2 flex-1 min-w-0 overflow-x-auto no-scrollbar scroll-smooth
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,131,Contenidor Mixt,No,2,relative w-full h-48 sm:h-64 md:h-80 bg-black/10 dark:bg-white/5
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,141,Wrapper d'Expressió {},No,1,absolute -bottom-4 right-6 flex justify-end items-end z-[201]
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,155,Contenidor Mixt,No,8,mt-6 px-4 sm:px-6 max-w-4xl mx-auto
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,156,Contenidor Mixt,No,2,flex flex-col sm:flex-row sm:items-center justify-between gap-4 mb-2
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,157,Contenidor Mixt,No,2,flex flex-row items-center gap-4
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,158,Wrapper d'Expressió {},No,1,w-24 h-24 sm:w-28 sm:h-28 rounded-full border-4 border-theme-panel bg-theme-panel overflow-hidden shadow-sm glass-rural shrink-0
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,160,Contenidor d'Icona (<img>),No,1,[Expressió Dinàmica]
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,164,Wrapper d'Expressió {},No,1,w-full h-full flex items-center justify-center bg-black/10 dark:bg-white/10 text-3xl font-black text-theme-text opacity-50
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,170,Contenidor Mixt,No,2,flex flex-col justify-center
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,191,Contenidor Mixt,No,3,my-7 bg-[#FF6D23]/10 dark:bg-[#FF6D23]/15 border border-[#FF6D23]/40 dark:border-[#FF6D23]/60 rounded-xl px-4 py-3 sm:px-5 sm:py-3.5 flex flex-col sm:flex-row items-center sm:items-start gap-3 shadow-sm relative overflow-hidden max-w-4xl
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,192,BUIT (Possible Basura),No,0,absolute top-0 right-0 w-32 h-32 bg-[#FF6D23] opacity-5 rounded-full blur-2xl transform translate-x-10 -translate-y-10 pointer-events-none
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,193,Wrapper de Component (<Info>),No,1,shrink-0 bg-[#FF6D23] text-white p-2 rounded-lg shadow-sm z-10 animate-pulse-slow mt-1 sm:mt-0
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,196,Contenidor Mixt,No,2,flex-1 z-10
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,204,Wrapper d'Expressió {},No,1,text-base leading-relaxed text-theme-text max-w-2xl mb-6 mt-4 app-cms-content prose prose-lg dark:prose-invert
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,220,Contenidor Mixt,No,3,flex items-center justify-between border-b border-black/10 dark:border-white/10 mb-6 overflow-x-auto no-scrollbar scroll-smooth w-full mt-4
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,221,Contenidor Mixt,No,4,flex gap-1 sm:gap-2
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,231,Contenidor Mixt,No,3,flex gap-1 pr-2 pb-2 shrink-0
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,257,Contenidor Mixt,No,4,stable-scroll min-h-[40vh] pb-10
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,259,Wrapper d'Expressió {},No,1,w-full
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,261,Wrapper de Component (<Feed>),No,1,min-h-[500px]
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,265,Wrapper d'Expressió {},No,1,text-[var(--text-muted)] text-sm text-center py-10 glass-rural rounded-2xl mx-2 mt-4
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,272,Wrapper de Component (<ContentWithShortcodes>),No,1,animate-in fade-in slide-in-from-bottom-2 duration-300
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,277,Contenidor Mixt,No,2,animate-in fade-in slide-in-from-bottom-2 duration-300
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,340,Contenidor Mixt,No,3,glass-rural p-6 rounded-3xl mx-2 animate-in fade-in slide-in-from-bottom-2 duration-300
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,346,Contenidor Mixt,No,5,space-y-6
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,347,Contenidor Mixt,No,2,flex flex-col gap-1
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,353,Contenidor Mixt,No,2,flex flex-col gap-1
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,360,Contenidor Mixt,No,2,flex flex-col gap-1
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,367,Contenidor Mixt,No,2,flex flex-col gap-1
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,374,Contenidor Mixt,No,2,flex flex-col gap-1
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,381,Wrapper HTML (<button>),No,1,mt-10 pt-6 border-t border-border-master flex justify-end
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,397,Contenidor Mixt,No,2,glass-rural p-6 rounded-3xl mx-2 shadow-sm border border-black/5 dark:border-white/5 mb-6
UniversalAjuntament.jsx,src/components/profile/UniversalAjuntament.jsx,398,Wrapper HTML (<h3>),No,1,flex items-center gap-3 mb-6 border-b border-border-master pb-4
